PRODUCT_NAME,URL,OBJECT
bottle,https://assets.ajio.com/medias/sys_master/root/20230606/PelX/647f343742f9e729d7285600/-473Wx593H-466241384-silver-MODEL.jpg,[['Vacuum flask']]
watch,https://assets.ajio.com/medias/sys_master/root/20230621/BSGk/6492b7dd42f9e729d76e0ec7/-473Wx593H-464058790-rosegold-MODEL.jpg,"[['Bracelet', 'Watch', 'Shoe']]"
watch,https://assets.ajio.com/medias/sys_master/root/20220311/E5wy/622b6b89f997dd03e20e2d22/-473Wx593H-410111441-multi-MODEL.jpg,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20240213/K58x/65cb805316fd2c6e6af49dab/-473Wx593H-4934005890-multi-MODEL.jpg ,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20230712/QKhQ/64ae9bfaa9b42d15c94ecece/-473Wx593H-469514575-rosegold-MODEL.jpg ,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20230921/ZigH/650b52b2afa4cf41f5f5e324/-473Wx593H-466607227-gold-MODEL.jpg,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20230602/pmx6/6479de8ed55b7d0c6347a28f/-473Wx593H-469514424-brown-MODEL.jpg,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20230830/F9Je/64ef661bddf77915198b75fb/michael_kors__water-resistant_chronograph_watch_-_mk9111.jpg,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20230103/9vka/63b3d6caf997ddfdbd0c3314/-473Wx593H-4933532680-multi-MODEL.jpg,[['Watch']]
watch,https://assets.ajio.com/medias/sys_master/root/20240227/b64B/65ddfeb405ac7d77bb800278/-473Wx593H-469605654-black-MODEL.jpg,[['Watch']]
shirt,https://m.media-amazon.com/images/I/814SUqsmY-L._AC_UY1100_.jpg,[['Top']]
shirt,https://m.media-amazon.com/images/I/61Fta9EITxL._AC_UY1100_.jpg,[['Outerwear']]
shirt,https://m.media-amazon.com/images/I/41lfr9JmCSL._AC_UY1100_.jpg,"[['Shirt', 'Pants', 'Top']]"
